Job Title,Location,Company founded,Employee Count,Description,Skills,Link
ANSR - Software Engineer,Job available in Hyderabad,Founded in 2003,50 - 200 employees,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","Java,Cloud Computing,Microservices,AWS",https://www.instahyre.com/job-294732-software-engineer-at-ansr-3-hyderabad/
Arcesium - Software Test Engineer,"Job available in Bangalore, Hyderabad",Founded in 2015,500 - 1000 employees,Arcesium provides proprietary software and technology to comprehensive post-trade support to alternative investment industry. The company is a spin-off of D. E. Shaw & supports more than $65 billion in assets.,"Automation Testing,Cucumber,Java,JavaScript,+6,Manual Testing,Performance Testing,Perl,SDET,Selenium,SoapUI",https://www.instahyre.com/job-294700-software-test-engineer-at-arcesium-2-bangalore-hyderabad/
Bristol Myers Squibb - Software Engineer II,Job available in Hyderabad,Founded in 1887,More than 1000 employees,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"Data Analysis,AWS",https://www.instahyre.com/job-294772-software-engineer-ii-at-bristol-myers-squibb-hyderabad/
Crackle Technologies - Software Engineer,Job available in Delhi,Founded in 2023,0 - 10 employees,"Crackle is a software company based in Singapore, developing technologies that optimize digital advertising, enabling publishers to maximize their earning potential and build sustainable businesses.",Java,https://www.instahyre.com/job-294706-software-engineer-at-crackle-technologies-delhi/
Driffle - Backend Developer,Job available in Gurgaon,Founded in 2022,10 - 50 employees,"Driffle is a digital goods marketplace that connects gamers with worldwide sellers, deals with digital codes, and helps buy goods in their currency, enabling gamers to make their gaming experiences better.","Node.js,AWS,Next.js,TypeScript",https://www.instahyre.com/job-294767-backend-developer-at-driffle-gurgaon/
Frosthill Partners - Engineering Leader,"Job available in Bangalore, Gurgaon",Founded in 2023,0 - 10 employees,FrostHill is a start-up in the global talent acquisition domain that offers a multitude of services and tools to companies and talent acquisition professionals that help connect them to the best-suited candidates.,"Golang,Java,JavaScript,PHP,Ruby,Scala,Node.js",https://www.instahyre.com/job-294666-engineering-leader-at-frosthill-partners-bangalore-gurgaon/
Frosthill Partners - Principal Engineer,Job available in Work From Home,Founded in 2023,0 - 10 employees,FrostHill is a start-up in the global talent acquisition domain that offers a multitude of services and tools to companies and talent acquisition professionals that help connect them to the best-suited candidates.,"Golang,Java,JavaScript,PHP",https://www.instahyre.com/job-294661-principal-engineer-at-frosthill-partners-work-from-home/
GEDU Global Education - Python Developer - Django Framework,Job available in Noida,Founded in 2010,More than 1000 employees,"GEDU Global Education is a leading provider of innovative educational programs that connect students and professionals through quality, practical, and inspiring learning and education experiences worldwide.",Django,https://www.instahyre.com/job-294717-python-developer-django-framework-at-gedu-global-education-noida/
HealthFlex - Engineering Manager,Job available in Bangalore,Founded in 2023,0 - 10 employees,HealthFlex is a AI-enabled wellness platform that helps improve patient outcomes by assessing and diagnosing clinical condition of individuals and providing personalized connected-care programmes.,".NET,C++,Java,JavaScript,Node.js,React.js,+1,Vue.js",https://www.instahyre.com/job-294708-engineering-manager-at-healthflex-bangalore/
Hexagon Global - Lead Backend Developer,Job available in Pune,Founded in 2012,,N/A,"C#,AWS,JavaScript,Azure",https://www.instahyre.com/job-294775-lead-backend-developer-at-hexagon-global-pune/
NeoSOFT Technologies - Python Developer,Job available in Mumbai,Founded in 1996,More than 1000 employees,"NeoSOFT is a global IT consulting & software solutions provider specializing in Software Development Services, Mobile Application Development Services, Web Hosting Services, Web Development Services, etc.","Django,Flask,AWS,MySQL",https://www.instahyre.com/job-294752-python-developer-at-neosoft-technologies-mumbai/
Tredence Inc - Data Engineer (GCP) - Python Or PySpark,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Tredence Inc is a Management Consulting company that specializes in solutions related to Data Visualization, BI Solutions, Advanced Analytics, Tableau Services, Analytics Consulting, etc.","Google Cloud,PySpark",https://www.instahyre.com/job-294714-data-engineer-gcp-python-or-pyspark-at-tredence-inc-bangalore/
Tredence Inc - Databricks Architect - Python Or PySpark,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Tredence Inc is a Management Consulting company that specializes in solutions related to Data Visualization, BI Solutions, Advanced Analytics, Tableau Services, Analytics Consulting, etc.","Databricks,PySpark",https://www.instahyre.com/job-294712-databricks-architect-python-or-pyspark-at-tredence-inc-bangalore/
Vayavya Labs - ADAS Software Engineer,Job available in Bangalore,Founded in 2006,50 - 200 employees,"Vayavya Labs is an IT & Services company that offers solutions focusing on domains of Embedded Software for Automotive, IoT, Next generation Ethernet, Virtual Platforms development, etc.","ADAS,C++,Embedded C,Java",https://www.instahyre.com/job-294764-adas-software-engineer-at-vayavya-labs-bangalore/
WalkingTree Technologies - Software Engineer,Job available in Work From Home,Founded in 2008,200 - 500 employees,"Walking Tree is an IT software and professional service provider that offers technology solutions for designing, development, quality assurance, maintenance, support, and consulting to its global clients.","Spark,Scala",https://www.instahyre.com/job-294688-software-engineer-at-walkingtree-technologies-work-from-home/
Ximkart - Data Scientist,Job available in Bangalore,Founded in 2021,10 - 50 employees,"Ximkart is a B2B e-commerce platform that is bridging the long trade gap between buyers and sellers by securing kids, women, and men's fashion e-commerce platform including cross-border trade services.","Data Mining,Machine Learning,Statistics",https://www.instahyre.com/job-294698-data-scientist-at-ximkart-bangalore/
Zepto - Senior Software Engineer,Job available in Bangalore,Founded in 2021,More than 1000 employees,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"Java,Golang,Data Structures,Algorithms",https://www.instahyre.com/job-294692-senior-software-engineer-at-zepto-bangalore/
Adobe - Senior Data Scientist,Job available in Bangalore,Founded in 1982,More than 1000 employees,"Founded in 1982 and headquartered in San Jose, California, Adobe has historically focused upon the creation of multimedia and creativity software products, with a more recent foray towards rich Internet application software development.","Computer Vision,Java,Machine Learning,R,+3,PyTorch,Scikit-learn,TensorFlow",https://www.instahyre.com/job-294572-senior-data-scientist-at-adobe-bangalore/
ClearFeed - Software Development Engineer,Job available in Bangalore,Founded in 2021,0 - 10 employees,"ClearFeed is a product company that ensures engineering, support, and customer success teams can deal with information overload and keep a track of important messages and notifications on Slack.","Node.js,JavaScript,Ruby on Rails",https://www.instahyre.com/job-294592-software-development-engineer-at-clearfeed-bangalore/
Cocotechoes - Sr. Engineer - Java Backend,Job available in Chennai,Founded in 2022,0 - 10 employees,"Cocotechoes is an IT company that develops solutions for various real-world challenges by leveraging its expertise in application modernization, data analysis, automation, security, and edge computing.","Java,Hibernate,J2EE",https://www.instahyre.com/job-294655-sr-engineer-java-backend-at-cocotechoes-chennai/
CreditEnable - Senior Fullstack Engineer,Job available in Work From Home,Founded in 2016,10 - 50 employees,CreditEnable is a global credit insights and technology solutions company that enable profitable growth by substantially reducing the time involved with underwriting SME loans.,"Angular,Django,Data Structures",https://www.instahyre.com/job-294539-senior-fullstack-engineer-at-creditenable-work-from-home/
DynamoFL - Senior Software Engineer,Job available in Work From Home,Founded in 2021,10 - 50 employees,DynamoFL is an AI-based technology company that enables enterprise teams to train highly personalized ML models without ever having to collect user data and delivers faster generative AI solutions.,"Node.js,TypeScript",https://www.instahyre.com/job-294644-senior-software-engineer-at-dynamofl-work-from-home/
EPAM Systems - AWS - DevOps Engineer,"Job available in Bangalore, Gurgaon, Pune",Founded in 1993,More than 1000 employees,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.","AWS CloudFormation,Ansible,Docker,Jenkins,+4,Kubernetes,Linux,Shell Scripting,Terraform",https://www.instahyre.com/job-294607-aws-devops-engineer-at-epam-systems-bangalore-gurgaon-pune/
Foxtale - Data Analyst,Job available in Mumbai,Founded in 2021,10 - 50 employees,Foxtale is a community-first skincare brand that aims to make skincare accessible to everyone by offering a vast variety of beauty and skin-care products along with exclusive offers and gifting options.,"Metabase,Data Analysis,Mixpanel,SQL",https://www.instahyre.com/job-294512-data-analyst-at-foxtale-mumbai/
Gyansys - Senior Software Engineer,Job available in Bangalore,Founded in 2005,500 - 1000 employees,"Gyansys is a global, IT & Services company that has expertise in SAP, Consulting, Implementation, Application Development, BI, etc., for Automotive, Hi-Tech, CPG & Manufacturing industries.","Java,Elasticsearch,Spring Boot,Solr",https://www.instahyre.com/job-294606-senior-software-engineer-at-gyansys-bangalore/
Kapiva - Data Engineer Lead,Job available in Bangalore,Founded in 2016,50 - 200 employees,Kapiva is a modern Ayurvedic nutrition brand that produces and markets a range of Ayurvedic-based health-focused products and supplements through its 150+ retail outlets and online channels.,"Google Cloud,ETL,Java",https://www.instahyre.com/job-294597-data-engineer-lead-at-kapiva-bangalore/
Meddo Health - Python Developer,Job available in Gurgaon,Founded in 2018,50 - 200 employees,"Meddo is a tech-enabled aggregated clinic chain that brings together all the healthcare needs for the patients onto a single platform, providing both convenience and affordability in healthcare.","Django,Flask",https://www.instahyre.com/job-294616-python-developer-at-meddo-health-gurgaon/
Novo - Analytics Engineer - II,"Job available in Bangalore, Gurgaon",Founded in 2016,50 - 200 employees,"Novo is a banking platform that helps companies, entrepreneurs, and freelancers by providing better business deposit accounts and tools to link accounts, pay bills, process ACH transfers, and deposit checks.","SQL,NumPy,pandas",https://www.instahyre.com/job-294600-analytics-engineer-ii-at-novo-bangalore-gurgaon/
Officebanao - Machine Learning Engineer,Job available in Gurgaon,Founded in 2021,200 - 500 employees,"Office Banao is a software company for workplace design that provides AI-powered space planning, 3D walkthroughs, product selections, and real-time collaboration to generate personalized office space designs.","Computer Vision,Java,Machine Learning,NLP,R,+3,PyTorch,Scikit-learn,TensorFlow",https://www.instahyre.com/job-294589-machine-learning-engineer-at-officebanao-2-gurgaon/
Roku - Sr. Data Engineer - Quality,Job available in Bangalore,Founded in 2002,More than 1000 employees,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless.,"Spark,Data Governance,SQL",https://www.instahyre.com/job-294575-sr-data-engineer-quality-at-roku-bangalore/
Stable Money - Backend Developer - Founding Engineer,Job available in Bangalore,Founded in 2022,10 - 50 employees,Stable Money is a dynamic investment company that helps individuals grow their wealth over the long term by offering investment options and stable return products with safety and stability.,"Golang,TypeScript,Java,Node.js",https://www.instahyre.com/job-294521-backend-developer-founding-engineer-at-stable-money-bangalore/
The Narayana Group - Senior .NET Developer - Full Stack,Job available in Hyderabad,Founded in 1979,More than 1000 employees,"The Narayana Group is one of Asia's largest educational groups present in 23 states hosting a plethora of schools, colleges, engineering, medical, and IAS institutions, along with other correspondence centers.",".NET,Android,C,C++,Golang,iOS,Java,+12,JavaScript,PHP,Scala,Angular,ASP.NET,Backbone.js,C#,Flask,Node.js,React.js,Spring,VB.NET",https://www.instahyre.com/job-294520-senior-net-developer-full-stack-at-the-narayana-group-hyderabad/
Thence - Technical Manager,Job available in Bangalore,Founded in 2012,50 - 200 employees,"Thence is a dedicated Digital UI/UX Design Agency with emphasis on Deep User Research, Lean UX Design Methodology, and Continuous Optimisation. .","JavaScript,PHP,Quality Assurance,Angular,+4,jQuery,Laravel,Node.js,React.js",https://www.instahyre.com/job-294612-technical-manager-at-thence-bangalore/
Thimblerr - SDE 1,Job available in Bangalore,Founded in 2022,0 - 10 employees,"Thimblerr combines cutting-edge tech and AI infrastructure to help varied brands reduce inventory risk and scale up by providing solutions across design, planning, sourcing, supply chain, and finance.","Django,FastAPI",https://www.instahyre.com/job-294610-sde-1-at-thimblerr-bangalore/
Vayavya Labs - Software Engineer / Senior Software Engineer,Job available in Bangalore,Founded in 2006,50 - 200 employees,"Vayavya Labs is an IT & Services company that offers solutions focusing on domains of Embedded Software for Automotive, IoT, Next generation Ethernet, Virtual Platforms development, etc.","ADAS,JavaScript,C,Kotlin",https://www.instahyre.com/job-294502-software-engineer-senior-software-engineer-at-vayavya-labs-bangalore/
Vymo - Member of Technical Staff,Job available in Bangalore,Founded in 2013,50 - 200 employees,Vymo is an IT services and consulting company that offers a cloud platform that allows companies to build web/mobile applications for automating their sales force activities and driving sales effectiveness.,"Big Data,Java,Node.js",https://www.instahyre.com/job-294544-member-of-technical-staff-at-vymo-bangalore/
Wayfair - Staff Site Reliability Engineer,Job available in Bangalore,Founded in 2002,More than 1000 employees,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more.","AWS,DevOps,Cloud Computing,Docker",https://www.instahyre.com/job-294497-staff-site-reliability-engineer-at-wayfair-bangalore/
Autonomize AI - Lead Machine Learning Engineer,Job available in Bangalore,Founded in 2021,10 - 50 employees,Autonomize is a human-centric AI platform that learns from multi-structured clinical and biomedical data and pairs it with human context to aid decision-making and data discovery for better human health outcomes.,"Machine Learning,NLP",https://www.instahyre.com/job-294458-lead-machine-learning-engineer-at-autonomize-ai-bangalore/
Autonomize AI - SDET,Job available in Bangalore,Founded in 2021,10 - 50 employees,Autonomize is a human-centric AI platform that learns from multi-structured clinical and biomedical data and pairs it with human context to aid decision-making and data discovery for better human health outcomes.,"Automation Testing,Selenium,SDET",https://www.instahyre.com/job-294481-sdet-at-autonomize-ai-bangalore/
Crackle Technologies - Web Engineer,Job available in Delhi,Founded in 2023,0 - 10 employees,"Crackle is a software company based in Singapore, developing technologies that optimize digital advertising, enabling publishers to maximize their earning potential and build sustainable businesses.","Java,Node.js,Ruby,Data Structures",https://www.instahyre.com/job-294445-web-engineer-at-crackle-technologies-delhi/
D. E. Shaw - Project Manager,"Job available in Gurgaon, Hyderabad",Founded in 1988,More than 1000 employees,D. E. Shaw is an investment management firm that develops technology products based around algorithmic trading and mathematical models to exploit market anomalies. Founded by Stanford alumni.,Big Data,https://www.instahyre.com/job-294409-project-manager-at-d-e-gurgaon-hyderabad/
Hexagon AB - Lead Back End Developer,Job available in Pune,Founded in 1992,More than 1000 employees,"Hexagon AB is a digital reality solutions provider with expertise in combining sensor, software, and autonomous technologies that help a wide range of verticals to drive productivity across 50+ countries.","C++,AWS,Terraform",https://www.instahyre.com/job-294449-lead-back-end-developer-at-hexagon-ab-pune/
In Time Tec - Data Engineer,Job available in Bangalore,Founded in 2009,200 - 500 employees,"In Time Tec is an IT service management company offering services in the field of software development, DevOps and test automation, technical documentation, data science, cloud computing, and more.","PySpark,Databricks",https://www.instahyre.com/job-294490-data-engineer-at-in-time-tec-bangalore/
IRIS hightech - Python Developer,Job available in Mumbai,Founded in 2008,50 - 200 employees,"IRIS hightech offers complete solution towards product Design & Development, Simulation, Technical Documentation, product data management, training, and support for industries like Mechanical, Electrical.","Django,Flask,MySQL,CI - CD",https://www.instahyre.com/job-294460-python-developer-at-iris-hightech-mumbai/
Krista - Data Engineer,Job available in Pune,Founded in 2020,50 - 200 employees,"Krista is a software firm offering AI integration platform as a service helping top companies like TCS, Cognizant, Wipro etc integrate AI and automations in processes to improve business outcomes.","EDA,NLP,Predictive Modelling,Data Processing",https://www.instahyre.com/job-294433-data-engineer-at-krista-pune/
Maersk - Lead ML Engineer,"Job available in Bangalore, Mumbai, Pune",Founded in 1904,More than 1000 employees,"Maersk is a Danish conglomerate with activities in the transport, logistics and energy sectors. It is the largest container ship and supply vessel operator that builds capabilities in software and analytics.",Machine Learning,https://www.instahyre.com/job-294441-lead-ml-engineer-at-maersk-bangalore-mumbai-pune/
MeeTri Infotech - Senior Full Stack Engineer - Python + React.js,Job available in Delhi,Founded in 2009,10 - 50 employees,"MeeTri is an IT service company that offers end-to-end value-added IT solutions in the field of web and mobile application development, IoT, data analytics, telecommunication, device testing, and field testing.",Flask,https://www.instahyre.com/job-294452-senior-full-stack-engineer-python-reactjs-at-meetri-infotech-delhi/
Navi Technologies - DevOps Engineer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more.","AWS,DevOps,Shell Scripting,Grafana",https://www.instahyre.com/job-294424-devops-engineer-at-navi-technologies-bangalore/
Novo - Data Analyst,Job available in Bangalore,Founded in 2016,50 - 200 employees,"Novo is a banking platform that helps companies, entrepreneurs, and freelancers by providing better business deposit accounts and tools to link accounts, pay bills, process ACH transfers, and deposit checks.",SQL,https://www.instahyre.com/job-294406-data-analyst-at-novo-bangalore/
OpenEnvoy - SDE IV,"Job available in Bangalore, Hyderabad",Founded in 2020,10 - 50 employees,"OpenEnvoy is a fintech startup solving fraud through account payable automation, the product offers automatic identification of invoice discrepancies, aging process automation, and supplier fraud elimination.",Node.js,https://www.instahyre.com/job-294407-sde-iv-at-openenvoy-bangalore-hyderabad/
Ottimate - Full Stack Developer,Job available in Work From Home,Founded in 2014,50 - 200 employees,"Plate IQ makes restaurant accounting easy using automated accounts payable software replacing manual data entry by digitizing invoices down to the line item, specializing in one click bill pay, etc.","Angular,JavaScript,AWS,PostgreSQL",https://www.instahyre.com/job-294418-full-stack-developer-at-ottimate-work-from-home/
Our Sunday Visitor - Senior Software Engineer,Job available in Bangalore,Founded in 1912,200 - 500 employees,N/A,"Golang,Data Structures,RDBMS,Distributed Systems",https://www.instahyre.com/job-294444-senior-software-engineer-at-our-sunday-visitor-bangalore/
RDash - SDE 2 - Backend,Job available in Gurgaon,Founded in 2022,10 - 50 employees,"RDash is a construction management platform transforming 50+ organizations with SAAS products, offering services in project, vendor, and task management, including workflow automation and collaboration features.",Django,https://www.instahyre.com/job-294435-sde-2-backend-at-rdash-gurgaon/
Researchify Labs - Full Stack Engineer,Job available in Bangalore,Founded in 2022,0 - 10 employees,"Researchify Labs is an IT startup leveraging artificial intelligence to develop multiple products and tools in the field of financial research, legal research and more to make research more accessible to end users.","Google Cloud,SQL,JavaScript,Data Structures",https://www.instahyre.com/job-294456-full-stack-engineer-at-researchify-labs-bangalore/
Shield - ML Engineer,Job available in Bangalore,Founded in 2008,50 - 200 employees,"Shield is a risk intelligence company that offers solutions for device fingerprinting, enterprise-grade protection, ad fraud prevention, and alternative credit risk intelligence to empower businesses to stop fraud.","Machine Learning,Fraud Management,Risk Assessment,+1,Algorithms",https://www.instahyre.com/job-294419-ml-engineer-at-shield-bangalore/
SiftHub - QA Engineer,Job available in Mumbai,Founded in 2023,0 - 10 employees,SiftHub is a technology company that empowers businesses in the sales industry with an AI assistant that crafts contextual responses and automates workflows to boost productivity and elevate sales responses.,"Selenium,Manual Testing,Automation Testing,+1,Quality Assurance",https://www.instahyre.com/job-294411-qa-engineer-at-sifthub-mumbai/
Tech Mahindra - Senior Lead Consultant - DevOps,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","DevOps,AWS",https://www.instahyre.com/job-294493-senior-lead-consultant-devops-at-tech-mahindra-2-bangalore/
Botminds AI - Sr. Machine Learning Engineer,Job available in Chennai,Founded in 2015,50 - 200 employees,"Botminds is an AI-driven document automation platform enabling enterprises to efficiently capture, search, analyze, and automate document and web data, partnering with Microsoft, Cognizant, SLK and more.","Machine Learning,NLP",https://www.instahyre.com/job-294237-sr-machine-learning-engineer-at-botminds-ai-chennai/
Digit Insurance - Engineering Manager,Job available in Work From Home,Founded in 2016,500 - 1000 employees,"Digit is a general insurance company that offers simplified general insurance products like insurance for cars, mobile handsets, travel, and jewelry, keeping the whole insurance process easy and hassle-free.","Flutter,Java,AWS",https://www.instahyre.com/job-294197-engineering-manager-at-digit-insurance-work-from-home/
E2open - Lead Data Engineer,Job available in Hyderabad,Founded in 2000,More than 1000 employees,"E2open aims to create a more connected, intelligent supply chain with sensing and responding to real-time demand, supply and delivery constraints, specializing in inventory optimization, demand planning, etc.","PySpark,SQL,Azure Data Factory,Data Analysis",https://www.instahyre.com/job-294373-lead-data-engineer-at-e2open-hyderabad/
ExcelR - Freelance Technical Trainer - Data Science,Job available in Mumbai,Founded in 2013,200 - 500 employees,ExcelR is an ed-tech platform providing various career-oriented courses in technical and management domains across 40+ countries with course videos on YouTube and knowledge-sharing webinars led by industry experts.,"Computer Vision,Machine Learning,NLP,Scikit-learn,+1,TensorFlow",https://www.instahyre.com/job-294401-freelance-technical-trainer-data-science-at-excelr-mumbai/
Fairmatic - Senior Software Engineer (Level - III) - Backend,Job available in Bangalore,Founded in 2019,50 - 200 employees,Fairmatic is a performance-priced commercial auto insurance provider that encourages customers to be safer on road by rewarding safe driving and giving real-time visibility into unsafe driving behaviors.,"Django,Flask,AWS,PostgreSQL",https://www.instahyre.com/job-294402-senior-software-engineer-level-iii-backend-at-fairmatic-bangalore/
GoComet - Lead Backend Engineer,Job available in Bangalore,Founded in 2016,50 - 200 employees,GoComet is a leading Logistics Management Platform (LRM) platform used by enterprises to make freight procurement and delivery efficient and fast.,"Architecture,Spring,Java",https://www.instahyre.com/job-294253-lead-backend-engineer-at-gocomet-3-bangalore/
GTEN:Global Technology Experts - Java Developer,Job available in Work From Home,Founded in 2010,50 - 200 employees,"GTEN is a global digital transformation consulting firm providing solutions like full-stack development, test automation, product engineering, managed services, etc. serving healthcare, BFSI, and other sectors.","Java,J2EE,Spring",https://www.instahyre.com/job-294211-java-developer-at-gtenglobal-technology-experts-work-from-home/
Infinite Computer Solutions - SDET,Job available in Bangalore,Founded in 1999,More than 1000 employees,"Infinite Computer Solutions provides technology solutions to Gortune 1000 companies, specializing in the Healthcare, Banking & Finance, Telecommunications & Technology and Media & Publishing industries.","Automation Testing,Java,JavaScript,Android",https://www.instahyre.com/job-294305-sdet-at-infinite-computer-solutions-3-bangalore/
Khatabook - Senior Backend Engineer - 3,Job available in Bangalore,Founded in 2018,50 - 200 employees,Khatabook is an Internet based company that offers a platform for shop owners to record credit and debit transactions for their trusted customers. It is a digital ledger to manage businesses.,"Java,Node.js",https://www.instahyre.com/job-294174-senior-backend-engineer-3-at-khatabook-bangalore/
Meesho - Data Scientist,Job available in Bangalore,Founded in 2015,500 - 1000 employees,"Meesho is a mobile store builder which allows merchants to create online store and share products on multiple social media platforms. Founding team from Inmobi, Sony and IIT Delhi.","Machine Learning,SQL",https://www.instahyre.com/job-294163-data-scientist-at-meesho-bangalore/
NiYO Solutions - Fullstack Engineer,Job available in Mumbai,Founded in 2015,200 - 500 employees,"NiYO is a fintech company providing digital payment solutions. It provides various cards to customers that aim to save tax, provide smooth transactions, borrow future salary, save costs, global forex & other benefits.","JavaScript,AWS",https://www.instahyre.com/job-294354-fullstack-engineer-at-niyo-solutions-mumbai/
R Systems International - Azure Migration Specialist,Job available in Noida,Founded in 1993,More than 1000 employees,"R Systems is an specialized IT Services & Solutions provider of Deep Analytics, Robotic Process Automation, QA & Testing, App Development, KPO/BPO, Supply Chain Solutions & Mobile Broadband Management.","Azure,Terraform,Data Migration,Azure DevOps Server",https://www.instahyre.com/job-294109-azure-migration-specialist-at-r-systems-international-noida/
R Systems International - Azure Migration Specialist,Job available in Noida,Founded in 1993,More than 1000 employees,"R Systems is an specialized IT Services & Solutions provider of Deep Analytics, Robotic Process Automation, QA & Testing, App Development, KPO/BPO, Supply Chain Solutions & Mobile Broadband Management.","Azure,Terraform,Data Migration,IT Infrastructure",https://www.instahyre.com/job-294348-azure-migration-specialist-at-r-systems-international-noida/
Ruse Home - Software Engineer,Job available in Bangalore,Founded in 2020,10 - 50 employees,SmartDEN focuses on providing a one-stop solution to automated homes along with 360-degree smart living experience with a with fully managed centralized app to automate homes.,"Django,Flask",https://www.instahyre.com/job-294125-software-engineer-at-ruse-home-bangalore/
SigTech - Mid Python Developer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"SigTech specializes in offering a future-proof quant trading platform to global investment managers that validates financial data and provides the tools to research, build, and deploy customized strategies.","NumPy,pandas,PySpark,pytest",https://www.instahyre.com/job-294167-mid-python-developer-at-sigtech-bangalore/
Squadcast - Technical Solutions Engineer,Job available in Work From Home,Founded in 2017,10 - 50 employees,"Squadcast is an IT & Services company that specializes in solutions wrt DevOps, Site Reliability Engineering, Incident Resolution, Cloud Reliability, Cloud Monitoring, Alert Management, etc.","JavaScript,MongoDB,PostgreSQL,React.js",https://www.instahyre.com/job-294366-technical-solutions-engineer-at-squadcast-work-from-home/
Sundial - Data Engineer,Job available in Bangalore,Founded in 2020,10 - 50 employees,"Sundial aims to make data understanding easy and accessible to everyone and help the teams in prioritizing the most meaningful goals, strategies, and tasks.","SQL,Machine Learning,NLP",https://www.instahyre.com/job-294396-data-engineer-at-sundial-bangalore/
Tech Mahindra - Senior Lead Consultant,Job available in Delhi,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Kubernetes,AWS,Helm,Istio",https://www.instahyre.com/job-294388-senior-lead-consultant-at-tech-mahindra-2-delhi/
Thriving Springs - AI Tech Lead,Job available in Hyderabad,Founded in 2022,10 - 50 employees,Thriving Springs is an IT company developing an AI and ML powered employee learning and engagement suite to bridge the gap in employee development by implementing emotional intelligence in daily workflows.,"Machine Learning,NLP",https://www.instahyre.com/job-294259-ai-tech-lead-at-thriving-springs-hyderabad/
WorkOnGrid - Backend Developer SDE - 1,Job available in Bangalore,Founded in 2017,10 - 50 employees,"WorkOnGrid is an IT services and consulting firm specializing in data collection, analytics, data visualization, reporting, AI, and more that help businesses across tech-enabled data-driven decisions.","Django,Flask",https://www.instahyre.com/job-294146-backend-developer-sde-1-at-workongrid-bangalore/
Affine Analytics - Principal MLOps Engineer,Job available in Bangalore,Founded in 2011,200 - 500 employees,"Affine provides analytics services to different verticals, prominent ones being Retail, CPG, eCommerce, BFSI and Telecom. The client base comprises some Fortune-500 companies besides others.","MLOps,Machine Learning,TensorFlow,Big Data",https://www.instahyre.com/job-294074-principal-mlops-engineer-at-affine-analytics-bangalore/
ANSR - Staff Software QA Engineer,Job available in Bangalore,Founded in 2003,50 - 200 employees,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","Java,AWS,Selenium,Azure",https://www.instahyre.com/job-293906-staff-software-qa-engineer-at-ansr-3-bangalore/
Atlys - Backend Engineer,Job available in Delhi,Founded in 2020,10 - 50 employees,Atlys is a technology-enabled company that aims to make travel efficient for customers by prioritizing and automating interactions to make it easy to get a visa for enough travelers.,Node.js,https://www.instahyre.com/job-294057-backend-engineer-at-atlys-delhi/
Axiamatic - Software Engineer - ML - AI,Job available in Bangalore,Founded in 2021,10 - 50 employees,"Axiamatic is a product-based startup that helps businesses and SMEs by creating a platform to bring agility to their sales, acquisition, and adoption of enterprise software products.","Computer Vision,Machine Learning,NLP,PyTorch,+1,TensorFlow",https://www.instahyre.com/job-293985-software-engineer-ml-ai-at-axiamatic-2-bangalore/
Greytip Software - Senior Team Lead - Quality Assurance,Job available in Work From Home,Founded in 1994,200 - 500 employees,"GreytHR, a product of Greytip, offers a cloud-based platform for HR department professionals for activities such as employee management, payroll management, attendance, leave monitoring, etc.","Automation Testing,Manual Testing,SDET,Java,+1,Selenium",https://www.instahyre.com/job-294069-senior-team-lead-quality-assurance-at-greytip-software-work-from-home/
HDFC Bank - DevOps Engineer,Job available in Bangalore,Founded in 1994,More than 1000 employees,"HDFC is a diversified banking and financial services firm. Offers products & services across personal banking, wholesale banking, investments, and insurance. It is the largest bank in India by market capitalization","AWS,DevOps,Kubernetes,CI - CD",https://www.instahyre.com/job-293986-devops-engineer-at-hdfc-bank-bangalore/
